score,signals,permit_number,address,zip,description,valuation,sqft,floors,work_class,permit_class,issue_date,contractor_company,contractor_name,contractor_phone,contractor_city,equipment,permit_link
80,"$20M+ value, 3 floors, New",2025-154189 BP,6915 BRIDGE POINT PKWY BLDG 1,78730,ePlan: Expedited Review - New Construction of Spa.,830000000.0,241.0,3,New,C- 328 Commercial Other Nonresident Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623533
80,"$20M+ value, 3 floors, New",2025-154169 BP,6915 BRIDGE POINT PKWY BLDG 2 UNIT GAR,78730,ePlan: Expedited Review - New Construction of Parking Garage - Upper Clubhouse Level B2 - Private Garage for Residential Unit.,830000000.0,4293.0,3,New,C- 321 Pkg Garage Bldg & Open Deck,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Tower Cranes, Concrete Equipment, Skid Steers",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623513
80,"$20M+ value, 2 floors, New",2025-154192 BP,6915 BRIDGE POINT PKWY BLDG CLUB2,78730,ePlan: Expedited Review - New Construction of Clubhouse - Lake Clubhouse.,830000000.0,7564.0,2,New,C- 328 Commercial Other Nonresident Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623536
80,"$20M+ value, 3 floors, New",2025-154199 BP,6915 BRIDGE POINT PKWY BLDG 1,78730,ePlan: Expedited Review - New Construction of Vanishing Edge Pool.,830000000.0,5918.0,3,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623543
80,"$20M+ value, 3 floors, New",2025-154201 BP,6915 BRIDGE POINT PKWY BLDG 1,78730,ePlan: Expedited Review - New Construction of Kids Pool.,830000000.0,755.0,3,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623545
80,"$20M+ value, 10K+ sqft, Addition and Remodel",2026-080239 BP,3733 DROSSETT DR,78744,Phase A of Interior renovation to existing industrial facility for photo metal & etch chemical storage and IMP areas with added new exterior equipment including wet scrubber and emergency generator.,23899293.0,26839.0,1,Addition and Remodel,"C- 437 Addn, Alter, Convn-NonRes",2026-06-26,"Braintec USA, Inc.",Piljoo Yoon,(470) 774-9784,Suwanee,"Scissor Lifts, Material Handling",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13725815
80,"$1M+ value, 50K+ sqft, 4 floors, New",2024-138907 BP,7504 COTA VISTA DR BLDG 7,78744,ePlan: Expedited Review - New Construction of 7 4-Story Multi-Family Bldg.  (425647 SF).,2000000.0,62009.0,4,New,C- 105 Five or More Family Bldgs,2026-07-06,"Skybeck Construction, LLC",Wes Ramsey,(512) 225-9343,Austin,Boom Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13416147
75,"$20M+ value, New",2025-154242 BP,6915 BRIDGE POINT PKWY BLDG 16,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623586
75,"$20M+ value, New",2025-154214 BP,6915 BRIDGE POINT PKWY BLDG 6,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623558
75,"$20M+ value, New",2025-154224 BP,6915 BRIDGE POINT PKWY BLDG 11,78730,ePlan: Expedited Review - New Construction of Pergola Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623568
75,"$20M+ value, New",2025-154250 BP,6915 BRIDGE POINT PKWY BLDG 19,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623594
75,"$20M+ value, New",2025-154253 BP,6915 BRIDGE POINT PKWY,78730,ePlan: Expedited Review - New Construction of Funicular - Upper and Lower Platforms and Pits.,830000000.0,7250.0,1,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623597
75,"$20M+ value, New",2025-154208 BP,6915 BRIDGE POINT PKWY BLDG 4,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623552
75,"$20M+ value, New",2025-154249 BP,6915 BRIDGE POINT PKWY BLDG 18,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623593
75,"$20M+ value, New",2025-154219 BP,6915 BRIDGE POINT PKWY BLDG 10,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623563
75,"$20M+ value, New",2025-154207 BP,6915 BRIDGE POINT PKWY BLDG 4,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623551
75,"$20M+ value, New",2025-154227 BP,6915 BRIDGE POINT PKWY BLDG 12,78730,ePlan: Expedited Review - New Construction of Pergola Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623571
75,"$20M+ value, New",2025-154247 BP,6915 BRIDGE POINT PKWY BLDG 18,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623591
75,"$20M+ value, New",2025-154210 BP,6915 BRIDGE POINT PKWY BLDG 5,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623554
75,"$20M+ value, New",2025-154216 BP,6915 BRIDGE POINT PKWY BLDG 7,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623560
75,"$20M+ value, New",2025-154246 BP,6915 BRIDGE POINT PKWY BLDG 17,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623590
75,"$20M+ value, New",2025-154240 BP,6915 BRIDGE POINT PKWY BLDG 15,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623584
75,"$20M+ value, New",2025-154232 BP,6915 BRIDGE POINT PKWY BLDG 13,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623576
75,"$20M+ value, New",2025-154220 BP,6915 BRIDGE POINT PKWY BLDG 10,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623564
75,"$20M+ value, New",2025-154243 BP,6915 BRIDGE POINT PKWY BLDG 16,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623587
75,"$20M+ value, New",2025-154251 BP,6915 BRIDGE POINT PKWY BLDG 19,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623595
75,"$20M+ value, New",2025-154197 BP,6915 BRIDGE POINT PKWY BLDG GATE2,78730,ePlan: Expedited Review - New Construction of Gatehouse - Service and Delivery Entry.,830000000.0,320.0,1,New,C- 328 Commercial Other Nonresident Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623541
75,"$20M+ value, New",2025-154218 BP,6915 BRIDGE POINT PKWY BLDG 7,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623562
75,"$20M+ value, New",2025-154229 BP,6915 BRIDGE POINT PKWY BLDG 12,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623573
75,"$20M+ value, New",2025-154215 BP,6915 BRIDGE POINT PKWY BLDG 6,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623559
75,"$20M+ value, New",2025-154244 BP,6915 BRIDGE POINT PKWY BLDG 17,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623588
75,"$20M+ value, New",2025-154234 BP,6915 BRIDGE POINT PKWY BLDG 14,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623578
75,"$20M+ value, New",2025-154237 BP,6915 BRIDGE POINT PKWY BLDG 14,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623581
75,"$20M+ value, New",2025-154213 BP,6915 BRIDGE POINT PKWY BLDG 5,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,677.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623557
75,"$20M+ value, New",2025-154194 BP,6915 BRIDGE POINT PKWY BLDG GATE1,78730,ePlan: Expedited Review - New Construction of Gatehouse - Residential and Guest Entry.,830000000.0,320.0,1,New,C- 328 Commercial Other Nonresident Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623538
75,"$20M+ value, New",2025-154225 BP,6915 BRIDGE POINT PKWY BLDG 11,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623569
75,"$20M+ value, New",2025-154233 BP,6915 BRIDGE POINT PKWY BLDG 13,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623577
75,"$20M+ value, New",2025-154241 BP,6915 BRIDGE POINT PKWY BLDG 15,78730,ePlan: Expedited Review - New Construction of Pergola - Residential Units.,830000000.0,578.0,0,New,C- 329 Com Structures Other Than Bldg,2026-06-08,Harvey Cleary Builders,Hunter McBroom,(832) 986-1613,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623585
75,"$20M+ value, Addition and Remodel",2026-080240 BP,3733 DROSSETT DR,78744,Phase B of Interior renovation to existing industrial facility CU area with added new exterior equipment including wet scrubber.,23899293.0,7451.0,1,Addition and Remodel,"C- 437 Addn, Alter, Convn-NonRes",2026-06-26,"Braintec USA, Inc.",Piljoo Yoon,(470) 774-9784,Suwanee,"Scissor Lifts, Material Handling",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13725816
70,"$5M+ value, 10K+ sqft, New",2026-046324 BP,700 SOLITUDE DR BLDG 2,78660,New shell building and finish-out for banquet hall (Building 1-5499 sf). New Construction of shell building (Building 2 - 14023 sf and 3 - 9371 sf) with interior finish outs. Oncor electric WO #2643964. (12 apps),6904310.0,14023.0,1,New,"C- 324 Office, Bank & Professional Bldgs",2026-05-27,Protrac Solutions LLC,Michael Nussbaum,(956) 220-8896,AUSTIN,"Cranes, Scissor Lifts",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13687307
70,"$5M+ value, 10K+ sqft, New",2026-059493 BP,8306 CROSS PARK DR,78754,New Construction of Office Warehouse.,5000000.0,44396.0,1,New,C- 320 Industrial Bldgs,2026-05-18,Flynn Construction***Main,Preston Flynn,(512) 440-7643,Austin,"Cranes, Material Handling",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13702484
70,"$1M+ value, 50K+ sqft, New",2026-058058 BP,13802 FM 812 RD,78617,Pre Fabricated Engineered Building for Office / Warehouse.,2500000.0,78000.0,1,New,C- 320 Industrial Bldgs,2026-05-27,Diamond One Construction Inc DBA Steelwood Inc,Mark Lukacs,(858) 679-2000,Ramona,"Cranes, Material Handling",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13700910
60,$5M+ value,2026-074216 BP,108 W GIBSON ST UNIT FLR1,78704,Interior Non-Structural Demolition,7225219.0,0.0,1,Interior Demo Non-Structural,C-1000 Commercial Remodel,2026-06-23,Rand Construction Corporation,Matt Dausch,(512) 893-8700,AUSTIN,"Dozers, Loaders, Scissor Lifts",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13719105
60,$5M+ value,2026-074225 BP,108 W GIBSON ST UNIT BSMT,78704,Interior Non-Structural Demolition,7225219.0,0.0,1,Interior Demo Non-Structural,C-1000 Commercial Remodel,2026-06-23,Rand Construction Corporation,Matt Dausch,(512) 893-8700,AUSTIN,"Dozers, Loaders, Scissor Lifts",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13719114
60,$5M+ value,2026-074222 BP,108 W GIBSON ST UNIT FLR2,78704,Interior Non-Structural Demolition,7225219.0,0.0,1,Interior Demo Non-Structural,C-1000 Commercial Remodel,2026-06-23,Rand Construction Corporation,Matt Dausch,(512) 893-8700,AUSTIN,"Dozers, Loaders, Scissor Lifts",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13719111
60,"$1M+ value, New",2026-064343 BP,5010 W US 290 HWY WB,78735,Rebuild of full service commercial restaurant with associated site work and landscaping.,3400000.0,6365.0,1,New,C- 327 Stores & Customer Services,2026-05-22,"Jerry Kachel Builders, Inc",Scott Beam,(502) 523-2922,Spring,"Excavators, Loaders, Skid Steers",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13707968
60,"$1M+ value, New",2026-087872 BP,714 E BEN WHITE BLVD SVRD WB,78704,New Construction of an Express Car Wash.,3000000.0,4560.0,1,New,C- 322 Service Station & Repair Garage,2026-07-09,HCI Commercial,Jon Young,(817) 350-4332,Dallas,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13734434
60,"$1M+ value, Addition and Remodel",2025-158291 BP,1010 E CESAR CHAVEZ ST,78702,Interior remodel to existing restaurant with dining room addition.,2300000.0,522.0,1,Addition and Remodel,"C- 437 Addn, Alter, Convn-NonRes",2026-05-20,AR Lucas Construction,Adam Lucas,(512) 801-7221,AUSTIN,Scissor Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13628457
60,"$1M+ value, New",2026-066242 BP,601 W BRAKER LN BLDG 1,78753,Change of Use from Religious Assembly to Admin/Bus Office with minor interior remodel. 2026-012346 DA,1800000.0,5496.0,1,New,C- 319 Churches and Othr Religious Bldgs,2026-05-28,Braun and Butler Construction,Colin Juren,(512) 837-2882,LEANDER,Scissor Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13710118
55,$1M+ value,2026-072568 BP,9825 SPECTRUM DR BLDG 4 UNIT 400,78717,Interior Non Structural Demo - Phase 2 - Admin Areas,4500000.0,0.0,1,Interior Demo Non-Structural,C-1000 Commercial Remodel,2026-06-12,The Beck Group,Ryan Torgerson,(210) 216-8338,Dallas,Scissor Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13717252
